smiles,ScientificName,TCMMedicinesContaining
C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,"(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol",Chlorophyll degradation; Various plants
COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,"(R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",Cinchona officinalis (Jin Ji Na Shu)
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O,"(R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-quinolin-4-ylmethanol",Cinchona officinalis (Jin Ji Na Shu)
COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,"(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",Cinchona officinalis (Jin Ji Na Shu)
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=CC=NC4=CC=CC=C34)O,"(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-quinolin-4-ylmethanol",Cinchona officinalis (Jin Ji Na Shu)
CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45[C@H]6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C,"(Z)-4-[(1S,2S,8R,17S,19R)-12-hydroxy-8,21,21-trimethyl-5-(3-methylbut-2-enyl)-8-(4-methylpent-3-enyl)-14,18-dioxo-3,7,20-trioxahexacyclo[15.4.1.02,15.02,19.04,13.06,11]docosa-4(13),5,9,11,15-pentaen-19-yl]-2-methylbut-2-enoic acid",Garcinia hanburyi (Teng Huang)
CCCCCCCC/C=C\CCCCCCCC(=O)O,(Z)-octadec-9-enoic acid,Olea europaea; Various plant oils
CCCCCCC/C=C\[C@@H](C#CC#C[C@H](CC)O)O,"(Z,3S,8S)-heptadec-9-en-4,6-diyne-3,8-diol",Oplopanax horridus
C1CNCC(=C1)C(=O)O,"1,2,3,6-tetrahydropyridine-5-carboxylic acid",Areca catechu (Bing Lang)
COC1=CC(=CC(=C1OC)OC)CC=C,"1,2,3-trimethoxy-5-prop-2-enylbenzene",Myristica fragrans (Rou Dou Kou)
C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5,"1,2-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium",Chelidonium majus (Bai Qu Cai); Macleaya cordata
COC1=C(C=C(C=C1)CC=C)OC,"1,2-dimethoxy-4-prop-2-enylbenzene",Various plants
CC1(C2CCC(O1)(CC2)C)C,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",Artemisia argyi (Ai Ye); Eucalyptus
CC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=C(C=CC(=C3O2)O)O)CC=C(C)C)O)C,"1,3,5,8-tetrahydroxy-2,4-bis(3-methylbut-2-enyl)xanthen-9-one",Garcinia species
C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,"1,3,6,7-tetrahydroxy-2-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]xanthen-9-one",Mangifera indica (Mang Guo); Anemarrhena asphodeloides (Zhi Mu)
C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"1,3,6,7-tetrahydroxy-4-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]xanthen-9-one",Mangifera indica
C1=C(C=C2C(=C1O)C(=O)C3=CC(=C(C=C3O2)O)O)O,"1,3,6,7-tetrahydroxyxanthen-9-one",Garcinia mangostana (Shan Zhu)
C1=C2C(=CC(=C1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)OC4=C(C2=O)C(=C(C(=C4)O)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,"1,3,6-trihydroxy-2-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-7-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyxanthen-9-one",Mangifera indica
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,"1,3,7-trimethylpurine-2,6-dione",Camellia sinensis (Cha); Coffea arabica
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,"1,3,8-trihydroxy-6-methylanthracene-9,10-dione",Rheum palmatum (Da Huang); Polygonum multiflorum (He Shou Wu)
CN1C2=C(C(=O)N(C1=O)C)NC=N2,"1,3-dimethyl-7H-purine-2,6-dione",Camellia sinensis (Cha)
CC1CCC2C1CC(CCC2(C)O)C(=C)C,"1,4-dimethyl-7-prop-1-en-2-yl-2,3,3a,5,6,7,8,8a-octahydro-1H-azulen-4-ol",Pogostemon cablin
CC1=C2C=CNC(=C2C=C3C1=NC4=CC=CC=C43)C,"1,5-dimethyl-2H-pyrido[4,3-b]carbazole",Aspidosperma species
CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,"1,6,6-trimethyl-8,9-dihydro-7H-naphtho[1,2-g][1]benzofuran-10,11-dione",Salvia miltiorrhiza (Dan Shen)
C1=CC=C2C(=C1)C3=C4N2C(=O)C=CC4=NC=C3,"1,6-diazatetracyclo[7.6.1.05,16.010,15]hexadeca-3,5(16),6,8,10,12,14-heptaen-2-one",Ailanthus altissima (Chou Chun)
CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,"1,6-dimethylnaphtho[1,2-g][1]benzofuran-10,11-dione",Salvia miltiorrhiza (Dan Shen)
CC1(C2CCC1(C(C2)O)C)C,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",Cinnamomum camphora (Zhang Nao); Blumea balsamifera (Ai Na Xiang)
CC1(C2CCC1(C(=O)C2)C)C,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",Cinnamomum camphora (Zhang Nao)
COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O,"1,7-bis(4-hydroxy-3-methoxyphenyl)heptane-3,5-dione",Curcuma longa (Jiang Huang)
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,"1,8-dihydroxy-3-(hydroxymethyl)anthracene-9,10-dione",Aloe vera (Lu Hui); Rheum palmatum (Da Huang)
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)OC,"1,8-dihydroxy-3-methoxy-6-methylanthracene-9,10-dione",Rheum palmatum (Da Huang); Polygonum multiflorum (He Shou Wu)
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,"1,8-dihydroxy-3-methylanthracene-9,10-dione",Rheum palmatum (Da Huang); Polygonum cuspidatum (Hu Zhang)
CN(C)CC1=CNC2=CC=CC=C21,"1-(1H-indol-3-yl)-N,N-dimethylmethanamine",Hordeum species
CC(=O)C1=C(C=C(C=C1)OC)O,1-(2-hydroxy-4-methoxyphenyl)ethanone,Paeonia suffruticosa (Mu Dan Pi); Paeonia lactiflora
COC1=C(C=CC(=C1)CCC(=O)CCCCC2=CC=CC=C2)O,1-(4-hydroxy-3-methoxyphenyl)-7-phenylheptan-3-one,Alpinia oxyphylla (Yi Zhi Ren)
CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,1-(4-hydroxy-3-methoxyphenyl)decan-3-one,Aframomum melegueta
CC(C)(CC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,"1-O-[(2S,3S,6R)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-yl] 4-O-methyl (2R)-2-hydroxy-2-(3-hydroxy-3-methylbutyl)butanedioate",Cephalotaxus harringtonia (San Jian Shan)
CC(C)CC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O,"1-O-[(2S,3S,6R)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-yl] 4-O-methyl (2R)-2-hydroxy-2-(3-methylbutyl)butanedioate",Cephalotaxus species
CC(C)(CCC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,"1-O-[(2S,3S,6R)-4-methoxy-16,18-dioxa-10-azapentacyclo[11.7.0.02,6.06,10.015,19]icosa-1(20),4,13,15(19)-tetraen-3-yl] 4-O-methyl (2R)-2-hydroxy-2-(4-hydroxy-4-methylpentyl)butanedioate",Cephalotaxus harringtonia (San Jian Shan)
COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,"1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline",Papaver somniferum (Ying Su)
CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1CC4=NCCC5=CC(=C(C=C54)OC)O)OC)OC,"1-[[(2R,3R,11bS)-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizin-2-yl]methyl]-7-methoxy-3,4-dihydroisoquinolin-6-ol",Psychotria species
CS(=O)CCCN=C=S,1-isothiocyanato-3-methylsulfinylpropane,Iberis amara
CS(=O)CCCCN=C=S,1-isothiocyanato-4-methylsulfinylbutane,Brassica oleracea (Gan Lan); Cruciferous vegetables
C/C=C/C1=CC=C(C=C1)OC,1-methoxy-4-[(E)-prop-1-enyl]benzene,Pimpinella anisum (Da Hui Xiang); Foeniculum vulgare (Xiao Hui Xiang)
COC1=CC=C(C=C1)CC=C,1-methoxy-4-prop-2-enylbenzene,Artemisia dracunculus
CN1CCC=C(C1)C(=O)O,"1-methyl-3,6-dihydro-2H-pyridine-5-carboxylic acid",Areca catechu (Bing Lang)
CC1=CC=C(C=C1)[C@@H](C)CCC=C(C)C,1-methyl-4-[(2S)-6-methylhept-5-en-2-yl]benzene,Curcuma longa (Jiang Huang)
CC1=CCC(CC1)C(=C)C,1-methyl-4-prop-1-en-2-ylcyclohexene,Citrus species (Chen Pi)
CC(C)C12CCC(C=C1)(OO2)C,"1-methyl-4-propan-2-yl-2,3-dioxabicyclo[2.2.2]oct-5-ene",Dysphania ambrosioides
CC1=CCC(=C(C)C)CC1,1-methyl-4-propan-2-ylidenecyclohexene,Various essential oils
CC1=NC=CC2=C1NC3=CC=CC=C23,"1-methyl-9H-pyrido[3,4-b]indole",Peganum harmala; Various plants
C[N+]1=CC=CC(=C1)C(=O)[O-],1-methylpyridin-1-ium-3-carboxylate,Trigonella foenum-graecum; Coffea arabica
CC#CC#CC(=O)C1=CC=CC=C1,"1-phenylhexa-2,4-diyn-1-one",Artemisia capillaris (Yin Chen)
C[N+]1=CC2=C3C(=CC(=C2C4=C1C5=CC6=C(C=C5C=C4)OCO6)OC)OCO3,"15-methoxy-24-methyl-5,7,18,20-tetraoxa-24-azoniahexacyclo[11.11.0.02,10.04,8.014,22.017,21]tetracosa-1(13),2,4(8),9,11,14,16,21,23-nonaene",Chelidonium majus
CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3,"15-methyl-7,9,19,21-tetraoxa-15-azapentacyclo[15.7.0.04,12.06,10.018,22]tetracosa-1(17),4,6(10),11,18(22),23-hexaen-3-one",Corydalis yanhusuo (Yan Hu Suo); Chelidonium majus
COC1=C(C=C2C(=C1)CC[N+]3=C2C=C4C=CC5=C(C4=C3)OCO5)OC,"16,17-dimethoxy-5,7-dioxa-1-azoniapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-1(13),2,4(8),9,11,14,16,18-octaene",Coptis chinensis (Huang Lian)
COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC,"16,17-dimethoxy-5,7-dioxa-13-azapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-2,4(8),9,15(20),16,18-hexaene",Hydrastis canadensis; Corydalis species
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene",Coptis chinensis (Huang Lian); Phellodendron amurense (Huang Bai); Berberis vulgaris
COC1=C(C=C2CC[N+]3=C(C2=C1)C=C4C=CC5=C(C4=C3)OCO5)O,"16-methoxy-5,7-dioxa-1-azoniapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-1(13),2,4(8),9,11,14,16,18-octaen-17-ol",Coptis chinensis (Huang Lian)
COC1=C(C=CC2=CC3=[N+](CCC4=CC5=C(C=C43)OCO5)C=C21)O,"16-methoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaen-17-ol",Thalictrum species
C1=CC=C2C(=C1)C(=CN2)CO,1H-indol-3-ylmethanol,Brassicaceae family
CC1C(C2=C(O1)C3=CC=CC=C3C(=O)C2=O)(C)C,"2,3,3-trimethyl-2H-benzo[g][1]benzofuran-4,5-dione",Streptocarpus dunnii
CC(=CCC1=C(C2=C(C=C1O)OC3=C(C(=C(C(=C3C2=O)CC=C(C)C)O)O)CC=C(C)C)O)C,"2,3,6,8-tetrahydroxy-1,4,7-tris(3-methylbut-2-enyl)xanthen-9-one",Garcinia species
CC1=C2C=CC(=C(C2=C[N+]3=C1C4=CC(=C(C=C4CC3)OC)OC)OC)OC,"2,3,9,10-tetramethoxy-13-methyl-5,6-dihydroisoquinolino[2,1-b]isoquinolin-7-ium",Corydalis species
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC,"2,3,9,10-tetramethoxy-5,6-dihydroisoquinolino[2,1-b]isoquinolin-7-ium",Coptis chinensis (Huang Lian); Phellodendron amurense (Huang Bai)
CC1=C(C(=O)C(=CC1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C,"2,3-dimethyl-5-[(2E,6E,10E,14E,18E,22E,26E,30E)-3,7,11,15,19,23,27,31,35-nonamethylhexatriaconta-2,6,10,14,18,22,26,30,34-nonaenyl]cyclohexa-2,5-diene-1,4-dione",Chloroplasts
CC1=C(C(CCC1=O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)CCC2(C)C)C)\C)\C)/C)/C,"2,4,4-trimethyl-3-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethyl-3-oxocyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohex-2-en-1-one",Various fungi; Crustaceans
CC1=C(C(CC=C1)(C)C)C=O,"2,6,6-trimethylcyclohexa-1,3-diene-1-carbaldehyde",Crocus sativus (Fan Hong Hua)
CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)O,"2,7,8-trimethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydrochromen-6-ol",Triticum aestivum germ oil (Xiao Mai Pei Ya You); Various plant oils
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,"2,9,10-trimethoxy-5,6-dihydroisoquinolino[2,1-b]isoquinolin-7-ium-3-ol",Coptis chinensis (Huang Lian); Phellodendron amurense (Huang Bai)
C1=C(NC=N1)CCN,2-(1H-imidazol-5-yl)ethanamine,Various sources
C1=CC=C2C(=C1)C(=CN2)CC(=O)O,2-(1H-indol-3-yl)acetic acid,Various plants
C1=CC=C2C(=C1)C(=CN2)CCN,2-(1H-indol-3-yl)ethanamine,Various plants
C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,"2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",Morus species
C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,2-(2-hydroxy-5-prop-2-enylphenyl)-4-prop-2-enylphenol,Magnolia officinalis (Hou Po)
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",Sophora japonica (Huai Hua); Ginkgo biloba (Yin Xing); Hypericum perforatum
C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,7-dihydroxychromen-4-one",Rhus species; Acacia species
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",Quercus species; Rhododendron species
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",Hypericum perforatum; Crataegus species
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",Hippophae rhamnoides (Sha Ji)
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",Sophora japonica (Huai Hua); Fagopyrum esculentum (Qiao Mai)
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",Perilla frutescens (Zi Su); Chrysanthemum morifolium (Ju Hua)
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,"2-(3,4-dimethoxyphenyl)-5,6,7,8-tetramethoxychromen-4-one",Citrus reticulata (Chen Pi)
CC1CCC2=C(CCC(CC12)C(C)(C)O)C,"2-(3,8-dimethyl-1,2,3,3a,4,5,6,7-octahydroazulen-5-yl)propan-2-ol",Various plants
CC1CCC2C(CCC(C2C1)C(C)CO)C,"2-(4,7-dimethyl-1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalen-1-yl)propan-1-ol",Artemisia annua (Qing Hao)
C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,2-(4-hydroxy-3-prop-2-enylphenyl)-4-prop-2-enylphenol,Magnolia officinalis (Hou Po)
C/C=C/C#CC#C/C=C/C1=CC=CO1,"2-[(1E,7E)-nona-1,7-dien-3,5-diynyl]furan",Atractylodes lancea (Cang Zhu)
CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,"2-[(1R,3S,4S)-4-ethenyl-4-methyl-3-prop-1-en-2-ylcyclohexyl]propan-2-ol",Various essential oils
C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)C(=C)C(=O)O,"2-[(1R,4R,4aS,8aR)-4,7-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalen-1-yl]prop-2-enoic acid",Artemisia annua (Qing Hao)
CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,"2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl]-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",Mitochondria; Various sources
CN1[C@@H](CCC[C@@H]1CC(=O)C2=CC=CC=C2)C[C@@H](C3=CC=CC=C3)O,"2-[(2R,6S)-6-[(2S)-2-hydroxy-2-phenylethyl]-1-methylpiperidin-2-yl]-1-phenylethanone",Lobelia inflata (Ban Bian Lian)
C1=CC=C(C(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,"2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde",Salix species
C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,"2-[(3S,5R,8S)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-ol",Guaiacum officinale
C1[C@@H]2[C@@H]3[C@@H]([C@H]([C@@H](O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5[C@H]([C@@H](C(=O)O3)CC(=O)O)[C@@H](C(=O)O6)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)O)O)O)O)O)O,"2-[(4R,5S,7R,25S,26R,29S,30S,31S)-13,14,15,18,19,20,31,35,36-nonahydroxy-2,10,23,28,32-pentaoxo-5-(3,4,5-trihydroxybenzoyl)oxy-3,6,9,24,27,33-hexaoxaheptacyclo[28.7.1.04,25.07,26.011,16.017,22.034,38]octatriaconta-1(37),11,13,15,17,19,21,34(38),35-nonaen-29-yl]acetic acid",Terminalia chebula (He Zi)
C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@@H]3[C@@H]([C@H]([C@@H](O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5[C@H]([C@@H](C(=O)O3)CC(=O)O)[C@H](C(=O)O6)O)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O,"2-[(4R,5S,7R,8R,11S,12S,13R,21S)-13,17,18-trihydroxy-2,10,14-trioxo-5,21-bis[(3,4,5-trihydroxybenzoyl)oxy]-7-[(3,4,5-trihydroxybenzoyl)oxymethyl]-3,6,9,15-tetraoxatetracyclo[10.7.1.14,8.016,20]henicosa-1(19),16(20),17-trien-11-yl]acetic acid",Terminalia chebula (He Zi)
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,"2-[3,4-bis(2-hydroxyethoxy)phenyl]-5-hydroxy-7-(2-hydroxyethoxy)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",Sophora japonica (Huai Hua)
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol",Whole grains; Legumes
C/C=C/C#CC#CC(C(/C=C/CCCO)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,"2-[[6-[(4E,12E)-1,7-dihydroxytetradeca-4,12-dien-8,10-diyn-6-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",Codonopsis pilosula (Dang Shen)
CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(CO7)O)O)O)C)C)O)C)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C,"2-[[6-[2-[3-[3-[4,5-dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-12-hydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methylhept-5-en-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",Panax notoginseng (San Qi)
C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid,Griffonia simplicifolia
C1=CC=C(C(=C1)C(=O)O)O,2-hydroxybenzoic acid,Salix species (Liu Shu); Gaultheria procumbens
C(C(C(=O)O)O)C(=O)O,2-hydroxybutanedioic acid,Malus domestica (Ping Guo); Various fruits
C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"2-hydroxypropane-1,2,3-tricarboxylic acid",Citrus fruits; Various sources
COC1=C(C=CC(=C1)CC=C)O,2-methoxy-4-prop-2-enylphenol,Syzygium aromaticum (Ding Xiang)
CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,"2-methyl-3-[(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl]naphthalene-1,4-dione",Fermented foods; Natto
CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,"2-methyl-3-[(2E,6E,10E,14E)-3,7,11,15,19-pentamethylicosa-2,6,10,14,18-pentaenyl]naphthalene-1,4-dione",Fermented foods; Bacterial synthesis
CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,"2-methyl-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enyl]naphthalene-1,4-dione",Green leafy vegetables
CC1=CCC(CC1=O)C(=C)C,2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,Carum carvi; Mentha spicata
CC1=CC(=O)C(=CC1=O)C(C)C,"2-methyl-5-propan-2-ylcyclohexa-2,5-diene-1,4-dione",Nigella sativa (Hei Zhong Cao)
