Ligand SMILES	Target Name	IC50 (nM)	PDB ID(s) of Target Chain
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccc(F)cc1	Signal transducer and activator of transcription 3	7600	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1nn(Cc2ccccc2)c2CCCc12	Signal transducer and activator of transcription 3	7600	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1OC)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	7600	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	7600	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(N)=O	Signal transducer and activator of transcription 3	7800	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3nn(C)c4CCCc34)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	7800	"3CWG,6NJS,6NUQ,6TLC"
CC1=CC(C)(C)N=C(Nc2nc(C)c3cc(C)ccc3n2)N1	Signal transducer and activator of transcription 3	7900	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1cc(-c2ccccc2)n(n1)C(C)=O	Signal transducer and activator of transcription 3	7900	"3CWG,6NJS,6NUQ,6TLC"
C\C(=N\O)c1ccc(NC(=O)CSc2nnc(-c3cc(nc4ccccc34)-c3ccc(Cl)cc3)n2CC=C)cc1	Signal transducer and activator of transcription 3	7900	"3CWG,6NJS,6NUQ,6TLC"
C\C(=N/NC(=O)c1cccs1)c1ccc(O)cc1O	Signal transducer and activator of transcription 3	7990	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1cccc(OC(F)(F)F)c1	Signal transducer and activator of transcription 3	8000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	8100	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	8200	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	8200	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1cc(Cl)cc(Cl)c1	Signal transducer and activator of transcription 3	8200	"3CWG,6NJS,6NUQ,6TLC"
NC(=O)c1cnc2c(NC3CC3)cc(Nc3cc(cc(c3)C(F)(F)F)C#N)nn12	Signal transducer and activator of transcription 3	8200	"6TLC,6NUQ,6NJS,3CWG"
COc1ccc(cc1)C1=Nn2c(SC1C(C)C)nnc2-c1cc(-c2ccccc2)n(C)n1	Signal transducer and activator of transcription 3	8300	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCC(F)(F)CC1)c1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	8300	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)S(=O)(=O)Nc1cc(c(O)c2ccccc12)-c1c(O)ccc2ccccc12	Signal transducer and activator of transcription 3	8300	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C(C)C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	8470	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C(C)C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	8470	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	8500	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C(C)C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	8500	"3CWG,6NJS,6NUQ,6TLC"
COCCC1Sc2nnc(-c3cc(n[nH]3)-c3ccc(F)cc3)n2N=C1c1ccc(OC)cc1	Signal transducer and activator of transcription 3	8500	"3CWG,6NJS,6NUQ,6TLC"
CN(C(C)(C)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	8500	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccc(cc1)C#N	Signal transducer and activator of transcription 3	8600	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1c1ccc(F)c(F)c1	Signal transducer and activator of transcription 3	8600	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1cccc(Cl)c1	Signal transducer and activator of transcription 3	8700	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	8780	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	8780	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccccc1C	Signal transducer and activator of transcription 3	8800	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	8800	"3CWG,6NJS,6NUQ,6TLC"
CCN(CC)CCC1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1c1ccc(OC)cc1	Signal transducer and activator of transcription 3	8800	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)[C@H](C)NC(=O)COc1nc2ccc(NC(=O)c3ccc(OC)c(C)c3OC)cc2s1	Signal transducer and activator of transcription 3	8860	"3CWG,6NJS,6NUQ,6TLC"
Oc1ccccc1C(=O)Nc1ncc(s1)[N+]([O-])=O	Signal transducer and activator of transcription 3	8900	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C(C)C)C(O)=O	Signal transducer and activator of transcription 3	9000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1cccc(F)c1	Signal transducer and activator of transcription 3	9000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	9100	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	9100	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1CC(=O)N1CCCC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	9100	"3CWG,6NJS,6NUQ,6TLC"
COc1cccc(c1)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1cccc(Cl)c1	Signal transducer and activator of transcription 3	9100	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	9100	"3CWG,6NJS,6NUQ,6TLC"
COc1cccc(CNc2nc(NC(=O)c3ccccc3OC)nc3[nH]cnc23)c1	Signal transducer and activator of transcription 3	9130	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccc(cc1)C(F)(F)F	Signal transducer and activator of transcription 3	9200	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(cc1)C(O)=O	Signal transducer and activator of transcription 3	9300	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccc(cc1)C#N)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	9400	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1cc([nH]n1)-c1ccccc1	Signal transducer and activator of transcription 3	9600	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1cccc(c1)C(F)(F)F)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	9600	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccc(SC(F)(F)F)cc1	Signal transducer and activator of transcription 3	9600	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	9600	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	9600	"3CWG,6NJS,6NUQ,6TLC"
CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+]([O-])=O	Signal transducer and activator of transcription 3	9800	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1CC(=O)N(C)C)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	9900	"3CWG,6NJS,6NUQ,6TLC"
C\C(=N\O)c1ccc(NC(=O)CSc2nnc(-c3cc(nc4ccccc34)-c3ccccc3)n2CC=C)cc1	Signal transducer and activator of transcription 3	9900	"3CWG,6NJS,6NUQ,6TLC"
CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+]([O-])=O	Signal transducer and activator of transcription 3	9980	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1NC(=O)c1cnn(c1N)-c1ccccc1F)C(=O)Nc1ccon1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccccc1[N+]([O-])=O	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(\C=C\C(=O)N(Cc2ccc(Br)cc2)C(=O)C(C)=C)cc(OC)c1OC	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(cc1F)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(cc1Cl)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(cc1C#N)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(cc1CC)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(cc1CCC)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(cc1C(F)(F)F)C(=O)Nc1ccc2nc(SCC(=O)N[C@@H](C)c3ccccc3)sc2c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4ccccc4)sc3c2)c(F)c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
CCCC(C)Oc1ccc(C(=O)Nc2ccc3nc(SCC(=O)N[C@@H](C)c4ccccc4)sc3c2)c(F)c1F	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
C[C@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(cc1)C(O)=O	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
CC[C@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1cc2[nH]ncc2cc1F	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)cc(F)c1F	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCCN1S(=O)(=O)c1c(F)cc(F)cc1F	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
Fc1cc(F)c(F)c(c1)S(=O)(=O)N1CCC[C@@H]1C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCCN1C(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCCN1Cc1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(Nc2cc(-c3cnn(CCC#N)c3)c(Cl)cn2)sn1	Signal transducer and activator of transcription 3	10000	"6TLC,6NUQ,6NJS,3CWG"
Cc1cnc(NC2CCOCC2)nc1-c1cnn(CCC#N)c1	Signal transducer and activator of transcription 3	10000	"6TLC,6NUQ,6NJS,3CWG"
Cc1cnc(NCCN2CCOCC2)nc1-c1cnn(CCC#N)c1	Signal transducer and activator of transcription 3	10000	"6TLC,6NUQ,6NJS,3CWG"
[O-][N+](=O)c1ccc2C=CS(=O)(=O)c2c1	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(cc(OC)c1OC)C(Nc1ccccn1)c1cc2OCOc2cc1O	Signal transducer and activator of transcription 3	10000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccccc1OC(F)(F)F)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	10200	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1cccc(c1)C(F)(F)F	Signal transducer and activator of transcription 3	10200	"3CWG,6NJS,6NUQ,6TLC"
CC(C)n1cc2C[C@@H]3[C@H](C[C@@H](COC(=O)C4CCCC4)CN3C)c3cccc1c23	Signal transducer and activator of transcription 3	10270	"3CWG,6NJS,6NUQ,6TLC"
C\C(=N\O)c1ccc(NC(=O)CSc2nnc(-c3cc(nc4ccccc34)-c3ccccc3)n2CC=C)cc1	Signal transducer and activator of transcription 3	10300	"3CWG,6NJS,6NUQ,6TLC"
O=C(COc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12)NCCCCNC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O	Signal transducer and activator of transcription 3	10300	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc2nc(Nc3nc(=O)c(C)c(C)[nH]3)nc(C)c2cc1C	Signal transducer and activator of transcription 3	10400	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc2c(C)nc(Nc3nc(=O)c(C)c(C)[nH]3)nc2c1	Signal transducer and activator of transcription 3	10500	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccccc1F	Signal transducer and activator of transcription 3	10600	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc2C(=O)NCc2c1	Signal transducer and activator of transcription 3	10800	"3CWG,6NJS,6NUQ,6TLC"
O=C(NCCOCCOCCNc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O)c1cc2c(o1)C(=O)c1ccccc1C2=O	Signal transducer and activator of transcription 3	10900	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(s1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	11000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccccc1Cl)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	11000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccc(F)cc1C(F)(F)F	Signal transducer and activator of transcription 3	11000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccc(cc1)[N+]([O-])=O	Signal transducer and activator of transcription 3	11000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1c(F)c(F)c(F)c(F)c1F)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	11000	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(s1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	11000	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(s1)C1=Nn2c(SC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	11000	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(s1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	11000	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)-c1cc([nH]n1)-c1nnc2SC(CC(=O)N3CCCC3)C(=Nn12)c1ccccc1	Signal transducer and activator of transcription 3	11100	"3CWG,6NJS,6NUQ,6TLC"
COC(C[C@H](O)CCc1ccc(OC)c(OC)c1)\C=C\c1ccc(OC)c(OC)c1	Signal transducer and activator of transcription 3	11100	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(C)c2nc(Nc3nc(=O)cc([nH]3)-c3ccccc3)nc(C)c2c1	Signal transducer and activator of transcription 3	11200	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1ccc(Cl)cc1	Signal transducer and activator of transcription 3	11400	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1ccc(Cl)cc1	Signal transducer and activator of transcription 3	11400	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)\C=C\c1ccc(OP(O)(O)=O)cc1)C(=O)N1CCC[C@H]1C(N)=O	Signal transducer and activator of transcription 3	11400	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccccc1C#N)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	11400	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1ccc(Cl)cc1	Signal transducer and activator of transcription 3	11400	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1ccc(Cl)cc1	Signal transducer and activator of transcription 3	11400	"3CWG,6NJS,6NUQ,6TLC"
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCNC(=O)c2cc3c(o2)C(=O)c2ccccc2C3=O)C(C)(C)C)cc1	Signal transducer and activator of transcription 3	11400	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)c1ccc(CN(CC(=O)N(Cc2ccc(cc2)C2CCCCC2)c2ccc(C(O)=O)c(O)c2)S(=O)(=O)c2ccc(C)cc2)cc1	Signal transducer and activator of transcription 3	11600	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)CC1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1c1ccc(OC)cc1	Signal transducer and activator of transcription 3	11600	"3CWG,6NJS,6NUQ,6TLC"
CN([C@@H](CN)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	11600	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCOCC1)c1ccc(C([O-])=O)c(O)c1	Signal transducer and activator of transcription 3	11600	"3CWG,6NJS,6NUQ,6TLC"
CCOc1ccc2nc(Nc3nc(=O)c(C)c(C)[nH]3)nc(C)c2c1	Signal transducer and activator of transcription 3	11700	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1CCN)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	11700	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccccc1CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	11800	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccc(OC(F)(F)F)cc1	Signal transducer and activator of transcription 3	11800	"3CWG,6NJS,6NUQ,6TLC"
CO[C@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	11900	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO[C@@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12	Signal transducer and activator of transcription 3	12200	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C1Sc2nnc(-c3cc(-c4ccccc4)n(C)n3)n2N=C1c1ccccc1	Signal transducer and activator of transcription 3	12200	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1cccc(c1)C#N	Signal transducer and activator of transcription 3	12400	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1cccc(N)c1	Signal transducer and activator of transcription 3	12400	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1cc(F)c(F)c(F)c1F)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	12400	"3CWG,6NJS,6NUQ,6TLC"
Oc1ccc(NS(=O)(=O)c2ccc3C(=O)c4ccccc4C(=O)c3c2)cc1	Signal transducer and activator of transcription 3	12500	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccccc1C(F)(F)F)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	12800	"3CWG,6NJS,6NUQ,6TLC"
CCCCCCCc1ccc(CN(C(=O)c2ccc(Oc3ccccc3)cc2)c2ccc(O)c(c2)C(O)=O)cc1	Signal transducer and activator of transcription 3	12800	"3CWG,6NJS,6NUQ,6TLC"
CN(C1(CC1)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	12800	"3CWG,6NJS,6NUQ,6TLC"
