Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain 1
C[C@@H]1COCCN1c1cc(-c2ncco2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	33.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(c2ccnc(-c3ccn[nH]3)c2n1)C(C)(O)C(C)(C)C	ATR Interacting Protein	33.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1c(C)nc2ccccn12	ATR Interacting Protein	34	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1c(C)nc2ccccn12	ATR Interacting Protein	34	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1c(C)nc2ccccn12	ATR Interacting Protein	34	US Patent	5YZ0
CN=S(C)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	34.1	US Patent	5YZ0
CN=S(C)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	34.1	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccc(cc2F)N2CCCC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	34.3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccc(cc2F)N2CCCC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	34.3	US Patent	5YZ0
C\C=C\c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	34.4	US Patent	5YZ0
C\C=C\c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	34.4	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccc(Cl)s2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	34.5	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccc(Cl)s2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	34.5	US Patent	5YZ0
CN(c1ccc(F)cc1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	34.7	US Patent	5YZ0
CN(c1ccc(F)cc1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	34.7	US Patent	5YZ0
Cc1cscc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	35	US Patent	5YZ0
Cc1cscc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	35	US Patent	5YZ0
CS(=O)(=O)C1(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	35.3	US Patent	5YZ0
CCC(O)(CC)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	35.3	US Patent	5YZ0
CS(=O)(=O)C1(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	35.3	US Patent	5YZ0
CCC(O)(CC)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	35.3	US Patent	5YZ0
CC(C)Cn1nccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	35.7	US Patent	5YZ0
CC(C)Cn1nccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	35.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2nnc(C)o2)c2ccnc(-c3ccnn3C3CCCCO3)c2n1	ATR Interacting Protein	35.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2nnc(C)o2)c2ccnc(-c3ccnn3C3CCCCO3)c2n1	ATR Interacting Protein	35.8	US Patent	5YZ0
CNc1cc(ccn1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	36	US Patent	5YZ0
CNc1cc(ccn1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	36	US Patent	5YZ0
CNc1cc(ccn1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	36	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C2=CCN(C)CC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	36.5	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C2=CCN(C)CC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	36.5	US Patent	5YZ0
CS(=O)(=O)c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	36.7	US Patent	5YZ0
CS(=O)(=O)c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	36.7	US Patent	5YZ0
CCOC(=O)N=S(C)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	36.8	US Patent	5YZ0
CCOC(=O)N=S(C)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	36.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccn(CCO)n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	37.2	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccc3[nH]ccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	37.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccn(CCO)n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	37.2	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccc3[nH]ccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	37.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2[nH]nnc2C2CC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	37.6	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2[nH]nnc2C2CC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	37.6	US Patent	5YZ0
CC(C)Oc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOC[C@H]1C	ATR Interacting Protein	38	US Patent	5YZ0
CC(C)Oc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOC[C@H]1C	ATR Interacting Protein	38	US Patent	5YZ0
Cc1ccsc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	38.1	US Patent	5YZ0
Cc1ccsc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	38.1	US Patent	5YZ0
CS(=O)(=O)c1ccc(c(F)c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	38.2	US Patent	5YZ0
CS(=O)(=O)c1ccc(c(F)c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	38.2	US Patent	5YZ0
CS(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	38.3	US Patent	5YZ0
CS(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	38.3	US Patent	5YZ0
CS(=O)(=O)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	38.7	US Patent	5YZ0
CS(=O)(=O)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	38.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnc(C)c(C)c2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	39.1	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnc(C)c(C)c2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	39.1	US Patent	5YZ0
O=S(c1ccccc1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	40	US Patent	5YZ0
O=S(c1ccccc1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	40	US Patent	5YZ0
Clc1ccsc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	41.5	US Patent	5YZ0
Clc1ccsc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	41.5	US Patent	5YZ0
Cc1nn(C)cc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	41.6	US Patent	5YZ0
CCCCC(C)(O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	41.6	US Patent	5YZ0
CCS(=O)(=O)N1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	41.6	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cn(C)nc2C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	41.6	US Patent	5YZ0
CCCCC(C)(O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	41.6	US Patent	5YZ0
CCS(=O)(=O)N1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	41.6	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)c2ccccc2F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	41.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)c2ccccc2F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	41.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnc(C)c(F)c2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	42	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnc(C)c(F)c2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	42	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccn(C)c2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	42.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnn(C)c2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	42.2	US Patent	5YZ0
CC(C)n1cc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	42.7	US Patent	5YZ0
CC(C)n1cc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	42.7	US Patent	5YZ0
C1CN(CCO1)c1cc(C2=CCOCC2)c2ccnc(-c3cc[nH]n3)c2n1	ATR Interacting Protein	43.5	US Patent	5YZ0
C1CN(CCO1)c1cc(C2=CCOCC2)c2ccnc(-c3cc[nH]n3)c2n1	ATR Interacting Protein	43.5	US Patent	5YZ0
CC(=C)c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	43.9	US Patent	5YZ0
CC(=C)c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	43.9	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(c1)-n1cnc2cccnc12	ATR Interacting Protein	44	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(c2ccnc(-c3ccn[nH]3)c2n1)P(C)(C)=O	ATR Interacting Protein	44.1	US Patent	5YZ0
CS(=O)(=NC#N)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	44.1	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(c2ccnc(-c3ccn[nH]3)c2n1)P(C)(C)=O	ATR Interacting Protein	44.1	US Patent	5YZ0
CS(=O)(=NC#N)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	44.1	US Patent	5YZ0
COc1nccc(c1Cl)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	44.3	US Patent	5YZ0
COc1nccc(c1Cl)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	44.3	US Patent	5YZ0
CN(C)c1ccccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	44.4	US Patent	5YZ0
CN(C)c1ccccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	44.4	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnn(c2)C2CC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	44.8	US Patent	5YZ0
OCC1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	44.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnn(c2)C2CC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	44.8	US Patent	5YZ0
OCC1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	44.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(nc2ccccc12)C(F)(F)F	ATR Interacting Protein	45	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(nc2ccccc12)C(F)(F)F	ATR Interacting Protein	45	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(nc2ccccc12)C(F)(F)F	ATR Interacting Protein	45	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccc(c2)S(C)(=N)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	45.1	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccc(c2)S(C)(=N)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	45.1	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnc(c(F)c2)S(C)(=O)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	45.4	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnc(c(F)c2)S(C)(=O)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	45.4	US Patent	5YZ0
OCc1ccc(s1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	46.4	US Patent	5YZ0
OCc1ccc(s1)-c1cc(nc2c(cccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	46.4	US Patent	5YZ0
O=S1(CCCCC1)=Nc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	46.8	US Patent	5YZ0
CN(C)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	46.8	US Patent	5YZ0
O=S1(CCCCC1)=Nc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	46.8	US Patent	5YZ0
CN(C)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	46.8	US Patent	5YZ0
CS(C)(=O)=Nc1cc(nc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C(F)F	ATR Interacting Protein	47	US Patent	5YZ0
CS(C)(=O)=Nc1cc(nc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C(F)F	ATR Interacting Protein	47	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(nc(n1)-c1ccnc2[nH]ccc12)C1CCCN(C)C1=O	ATR Interacting Protein	47	US Patent	5YZ0
CS(C)(=O)=Nc1cc(nc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C(F)F	ATR Interacting Protein	47	US Patent	5YZ0
CCS(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	47.2	US Patent	5YZ0
CCS(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	47.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	47.9	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N2CCOC[C@H]2C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	47.9	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=[S@](C)(=O)C2CC2)nc(n1)-c1ccnc(N)c1	ATR Interacting Protein	48	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=[S@](C)(=O)C2CC2)nc(n1)-c1ccnc(N)c1	ATR Interacting Protein	48	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(nc(n1)-c1ccnc2[nH]ccc12)C1CCN(C)C1=O	ATR Interacting Protein	48	US Patent	5YZ0
COc1cc(-c2cc(cc(N=S(C)(C)=O)n2)N2CCOC[C@H]2C)c2cc[nH]c2n1	ATR Interacting Protein	48	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=[S@](C)(=O)C2CC2)nc(n1)-c1ccnc(N)c1	ATR Interacting Protein	48	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2[nH]ncc2C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	48.4	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2[nH]ncc2C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	48.4	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccn[nH]2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	49.3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccn[nH]2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	49.3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2ncccc12	ATR Interacting Protein	50	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2ncccc12	ATR Interacting Protein	50	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2ncccc12	ATR Interacting Protein	50	US Patent	5YZ0
COc1ccc(Sc2cc(nc3c(nccc23)-c2ccn[nH]2)N2CCOC[C@H]2C)cc1	ATR Interacting Protein	50.2	US Patent	5YZ0
COc1ccc(Sc2cc(nc3c(nccc23)-c2ccn[nH]2)N2CCOC[C@H]2C)cc1	ATR Interacting Protein	50.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cc(ccc2F)S(C)(=O)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	50.3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cc(ccc2F)S(C)(=O)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	50.3	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1ccnc2[nH]c(C)cc12	ATR Interacting Protein	51	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1ccnc2[nH]c(C)cc12	ATR Interacting Protein	51	US Patent	5YZ0
CC(C)S(=O)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	51.2	US Patent	5YZ0
CC(C)S(=O)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	51.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccc(F)n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	51.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccc(F)n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	51.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(nc(n1)-c1cc(Cl)nc2[nH]ccc12)N1CCCN(C)S1(=O)=O	ATR Interacting Protein	52	US Patent	5YZ0
Cc1cc(cnc1F)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	52.1	US Patent	5YZ0
Fc1ccc(c(F)n1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	52.1	US Patent	5YZ0
Cc1cc(cnc1F)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	52.1	US Patent	5YZ0
Fc1ccc(c(F)n1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	52.1	US Patent	5YZ0
Cc1ccc(c(Cl)n1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	52.2	US Patent	5YZ0
Cc1ccc(c(Cl)n1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	52.2	US Patent	5YZ0
Clc1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	53.2	US Patent	5YZ0
Clc1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	53.2	US Patent	5YZ0
COc1ccc(Sc2cc(nc3c(nccc23)-c2ccn[nH]2)N2CCOCC2)cc1	ATR Interacting Protein	53.5	US Patent	5YZ0
Clc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	53.5	US Patent	5YZ0
COc1ccc(Sc2cc(nc3c(nccc23)-c2ccn[nH]2)N2CCOCC2)cc1	ATR Interacting Protein	53.5	US Patent	5YZ0
Clc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	53.5	US Patent	5YZ0
CCn1cnc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	54.7	US Patent	5YZ0
CCn1cnc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	54.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1c(C)nn2ccccc12	ATR Interacting Protein	55	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N2CCCC2C(N)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	55	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1c(C)nn2ccccc12	ATR Interacting Protein	55	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N2CCCC2C(N)=O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	55	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1c(C)nn2ccccc12	ATR Interacting Protein	55	US Patent	5YZ0
Clc1ccc(s1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	55.2	US Patent	5YZ0
Clc1ccc(s1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	55.2	US Patent	5YZ0
Cn1nccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	55.3	US Patent	5YZ0
Cn1nccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	55.3	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccccc2-c2ccccc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	55.6	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccccc2-c2ccccc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	55.6	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnn(c2)C(F)F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	56.2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnn(c2)C(F)F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	56.2	US Patent	5YZ0
Clc1cnccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	56.4	US Patent	5YZ0
Clc1cnccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	56.4	US Patent	5YZ0
CS(=O)(=O)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	56.9	US Patent	5YZ0
CS(=O)(=O)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	56.9	US Patent	5YZ0
Clc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	57.2	US Patent	5YZ0
Clc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	57.2	US Patent	5YZ0
Cc1ccc(C)c(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	58.1	US Patent	5YZ0
Cc1ccc(C)c(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	58.1	US Patent	5YZ0
CS(=O)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	58.7	US Patent	5YZ0
CS(=O)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	58.7	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnn(c2)C(C)(C)C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	58.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cnn(c2)C(C)(C)C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	58.8	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ncnc2[nH]ccc12	ATR Interacting Protein	59	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ncnc2[nH]ccc12	ATR Interacting Protein	59	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ncnc2[nH]ccc12	ATR Interacting Protein	59	US Patent	5YZ0
Fc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	59.2	US Patent	5YZ0
Fc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	59.2	US Patent	5YZ0
