Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain 1
C1CN(CCO1)c1cc(-c2cccc3cnccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	95.5	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C2=CCCN(C)C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	95.9	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C2=CCCN(C)C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	95.9	US Patent	5YZ0
CN(C)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	96.8	US Patent	5YZ0
CN(C)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	96.8	US Patent	5YZ0
C(c1ccco1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	97.7	US Patent	5YZ0
C(c1ccco1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	97.7	US Patent	5YZ0
CC(C)Oc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	99	US Patent	5YZ0
CC(C)Oc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	99	US Patent	5YZ0
C[C@@H]1CN(CCO1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	100	US Patent	5YZ0
C[C@@H]1CN(CCO1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	100	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCCNC(=O)OC(C)(C)C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	101	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCCNC(=O)OC(C)(C)C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	101	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)C#N)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	103	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)C#N)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	103	US Patent	5YZ0
COc1ccc(F)c(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	103	US Patent	5YZ0
Fc1cnccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	103	US Patent	5YZ0
COc1ccc(F)c(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	103	US Patent	5YZ0
Fc1cnccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	103	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(N)nc(Cl)c1	ATR Interacting Protein	104	US Patent	5YZ0
CCOC(=O)N=S(C)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	104	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(N)nc(Cl)c1	ATR Interacting Protein	104	US Patent	5YZ0
CCOC(=O)N=S(C)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	104	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(N)nc(Cl)c1	ATR Interacting Protein	104	US Patent	5YZ0
C[C@@H]1COCCN1c1nc(nc2c1OC1CC2(C1)S(C)(=O)=O)-c1nncc2[nH]ccc12	ATR Interacting Protein	104	ChEMBL	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(n1)-c1cc(N)nc(Cl)c1	ATR Interacting Protein	105	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(n1)-c1cc(N)nc(Cl)c1	ATR Interacting Protein	105	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(n1)-c1cc(N)nc(Cl)c1	ATR Interacting Protein	105	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccc(F)cn2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	107	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2cc(F)ccc12	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2cc(F)ccc12	ATR Interacting Protein	2	US Patent	5YZ0
CCS(=O)(CC)=Nc1cc(nc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C	ATR Interacting Protein	2	US Patent	5YZ0
COC(=O)N1CCS(=O)(CC1)=Nc1cc(nc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C	ATR Interacting Protein	2	US Patent	5YZ0
CCOC(=O)N1CCS(=O)(CC1)=Nc1cc(nc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2ccccc12	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(F)cc2[nH]ccc12	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2cc(F)ccc12	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2cc(F)ccc12	ATR Interacting Protein	2	US Patent	5YZ0
CCS(=O)(CC)=Nc1cc(cc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C	ATR Interacting Protein	2	US Patent	5YZ0
CCS(=O)(CC)=Nc1cc(nc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C	ATR Interacting Protein	2	US Patent	5YZ0
COC(=O)N1CCS(=O)(CC1)=Nc1cc(nc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C	ATR Interacting Protein	2	US Patent	5YZ0
CCOC(=O)N1CCS(=O)(CC1)=Nc1cc(nc(n1)-c1ccnc2[nH]ccc12)N1CCOC[C@H]1C	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2ccccc12	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(F)cc2[nH]ccc12	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2cc(F)ccc12	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2cc(F)ccc12	ATR Interacting Protein	2	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S2(=O)CCOCC2)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2ccccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2c(F)cccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1ccc2ccccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S2(=O)CCN(CC2)C(=O)C2CC2)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S2(=O)CCN(CC2)C(=O)CO)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
CCc1nc2ccccc2n1-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(n1)-n1c(C)nc2ccccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(n1)-c1cncc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2ccc(F)cc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S2(=O)CCOCC2)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2ccccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2c(F)cccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1ccc2ccccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S2(=O)CCN(CC2)C(=O)C2CC2)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S2(=O)CCN(CC2)C(=O)CO)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
CCc1nc2ccccc2n1-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(n1)-n1c(C)nc2ccccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(n1)-c1cncc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2ccc(F)cc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S2(=O)CCOCC2)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2ccccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1c(C)nc2c(F)cccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1ccc2ccccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S2(=O)CCN(CC2)C(=O)C2CC2)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S2(=O)CCN(CC2)C(=O)CO)nc(n1)-c1ccnc2[nH]ccc12	ATR Interacting Protein	3	US Patent	5YZ0
CCc1nc2ccccc2n1-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2COC2)nc(n1)-n1c(C)nc2ccccc12	ATR Interacting Protein	3	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccc(F)cn2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	107	US Patent	5YZ0
Cc1ccncc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	108	US Patent	5YZ0
Cc1ccncc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	108	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=[S@](C)(=O)C1COC1	ATR Interacting Protein	110	US Patent	5YZ0
CC(C)S(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	110	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=[S@](C)(=O)C1COC1	ATR Interacting Protein	110	US Patent	5YZ0
CC(C)S(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	110	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=[S@](C)(=O)C1COC1	ATR Interacting Protein	110	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3=CCC(CC3)NS(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	111	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3=CCC(CC3)NS(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	111	US Patent	5YZ0
CN(c1ccccc1F)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	112	US Patent	5YZ0
CN(c1ccccc1F)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	112	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)NS(=O)(=O)C3CC3)c2CN1c1ccnc2[nH]ccc12	ATR Interacting Protein	113	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)NS(=O)(=O)C3CC3)c2CN1c1ccnc2[nH]ccc12	ATR Interacting Protein	113	US Patent	5YZ0
NC(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	113	US Patent	5YZ0
NC(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	113	US Patent	5YZ0
CNC1[C@H]2CC[C@@H]1CN(C2)c1ncnc2C[C@@H](C)N(Cc12)c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	114	US Patent	5YZ0
CNC1[C@H]2CC[C@@H]1CN(C2)c1ncnc2C[C@@H](C)N(Cc12)c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	114	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(n1)-c1ccc(N)nc1	ATR Interacting Protein	115	US Patent	5YZ0
C1CN(CCO1)c1cc(N2CCn3ccnc3C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	115	US Patent	5YZ0
CCNC(=O)N=S(C)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	115	US Patent	5YZ0
C1CN(CCO1)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	115	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(n1)-c1ccc(N)nc1	ATR Interacting Protein	115	US Patent	5YZ0
CCN1CCCN(c2cc(nc(n2)-c2cc(Cl)nc3[nH]ccc23)N2CCOC[C@H]2C)S1(=O)=O	ATR Interacting Protein	115	US Patent	5YZ0
C1CN(CCO1)c1cc(N2CCn3ccnc3C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	115	US Patent	5YZ0
CCNC(=O)N=S(C)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	115	US Patent	5YZ0
C1CN(CCO1)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	115	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)C2CC2)nc(n1)-c1ccc(N)nc1	ATR Interacting Protein	115	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccncc1	ATR Interacting Protein	117	US Patent	5YZ0
C1CC(=CCN1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	117	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccncc1	ATR Interacting Protein	117	US Patent	5YZ0
C1CC(=CCN1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	117	US Patent	5YZ0
OCc1cccc(c1)-c1ccc2ncc3nnc(C4CCOCC4)n3c2c1	ATR Interacting Protein	117	ChEMBL	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccncc1	ATR Interacting Protein	117	US Patent	5YZ0
CS(=O)(=O)c1ccccc1-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	118	US Patent	5YZ0
C1CN(CCO1)c1cc(N2CCc3ccccc3C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	118	US Patent	5YZ0
OC[C@H]1CCCN(C1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	118	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(c1)-c1ccnc2[nH]cnc12	ATR Interacting Protein	118	US Patent	5YZ0
CS(=O)(=O)c1ccccc1-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	118	US Patent	5YZ0
C1CN(CCO1)c1cc(N2CCc3ccccc3C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	118	US Patent	5YZ0
OC[C@H]1CCCN(C1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	118	US Patent	5YZ0
CNC(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	119	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccc3ncccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	119	US Patent	5YZ0
Fc1cncc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	119	US Patent	5YZ0
CNC(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	119	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccc3ncccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	119	US Patent	5YZ0
Fc1cncc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	119	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCC(CC3)NS(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	120	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCC(CC3)NS(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	120	US Patent	5YZ0
COP(=O)(OC)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	120	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccc(c2)-n2cccn2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	120	US Patent	5YZ0
CNC(=O)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	120	US Patent	5YZ0
COP(=O)(OC)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	120	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccc(c2)-n2cccn2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	120	US Patent	5YZ0
CNC(=O)c1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	120	US Patent	5YZ0
Cc1ccc(s1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	121	US Patent	5YZ0
Cc1ccc(s1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	121	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(C)nc(N)c1	ATR Interacting Protein	122	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C#N)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	122	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccs2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	122	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(C)nc(N)c1	ATR Interacting Protein	122	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C#N)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	122	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccs2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	122	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(C)nc(N)c1	ATR Interacting Protein	122	US Patent	5YZ0
CCOc1cc(N2Cc3c(C[C@H]2C)ncnc3C2CCN(CC2)S(C)(=O)=O)c2cc[nH]c2n1	ATR Interacting Protein	123	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	123	US Patent	5YZ0
CCOc1cc(N2Cc3c(C[C@H]2C)ncnc3C2CCN(CC2)S(C)(=O)=O)c2cc[nH]c2n1	ATR Interacting Protein	123	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	123	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	123	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccnc(N3CCOCC3)c2F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	124	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ccnc(N3CCOCC3)c2F)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	124	US Patent	5YZ0
CC(C)Oc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	125	US Patent	5YZ0
CC(C)Oc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	125	US Patent	5YZ0
CC(=C)c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	126	US Patent	5YZ0
CC(=C)c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	126	US Patent	5YZ0
COP(=O)(OC)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	127	US Patent	5YZ0
CS(=O)(=O)Cc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	127	US Patent	5YZ0
COP(=O)(OC)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	127	US Patent	5YZ0
CS(=O)(=O)Cc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	127	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCNC(=O)OC(C)(C)C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	129	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCNC(=O)OC(C)(C)C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	129	US Patent	5YZ0
Cc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	131	US Patent	5YZ0
Cc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	131	US Patent	5YZ0
CC(C)Oc1ncccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	132	US Patent	5YZ0
CC(C)Oc1ncccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOC[C@H]1C	ATR Interacting Protein	132	US Patent	5YZ0
CC(=O)Nc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	133	US Patent	5YZ0
CC(=O)Nc1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	133	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc(C)c1	ATR Interacting Protein	134	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccsc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	134	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc(C)c1	ATR Interacting Protein	134	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccsc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	134	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc(C)c1	ATR Interacting Protein	134	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccc(N)nc1	ATR Interacting Protein	135	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccccc2)c2ccnc(-c3cc[nH]n3)c2n1	ATR Interacting Protein	135	US Patent	5YZ0
CCS(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	135	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccc(N)nc1	ATR Interacting Protein	135	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccccc2)c2ccnc(-c3cc[nH]n3)c2n1	ATR Interacting Protein	135	US Patent	5YZ0
CCS(=N)(=O)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	135	US Patent	5YZ0
