Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain	UniProt (TrEMBL) Primary ID of Target Chain	UniProt (TrEMBL) Secondary ID(s) of Target Chain	UniProt (TrEMBL) Alternative ID(s) of Target Chain
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1	Colony Stimulating?Factor?1	13	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(C2COc3cc(Cn4cnc5cc(cnc45)-c4cn(C)nc4C)ccc3O2)c(F)c1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)C3CC3)cc(OC)c2O1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)N3CC(F)C3)cc(OC)c2O1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)C(=O)N3CCC3)cc(OC)c2O1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cc(CO)cnc23)cc2OCC(Oc12)c1ccc(nc1)C1CC1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)N3CCOCC3)cc(OC)c2O1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cccnc23)cc2OC[C@@H](Oc12)c1ccc(nc1)C(C)(F)F	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCOc1cc(Cc2ccnc(c2)C(=O)NC)cnc1OCc1ccc(nc1)C1CC1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)N3CCC(CC3)C(C)(C)N)cc2OC)cn1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)-c3nnc(o3)C3CCNCC3)cc2OC)cn1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)C#CCCO)cc2OC)cn1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(CNC(=O)Nc2ccc(Oc3ncnc4cc(ccc34)N(C)C)cc2)cc1	Colony Stimulating?Factor?1	13	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(CNC(=O)Nc2ccc(Oc3ncnc4cc(ccc34)N(C)C)cc2)cn1	Colony Stimulating?Factor?1	13	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1	Colony Stimulating?Factor?1	13	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1	Colony Stimulating?Factor?1	13	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCNc1ncc(-c2ccc(Oc3ccnc(c3)-c3cnn(C)c3)c(C)n2)c(=O)[nH]1	Colony Stimulating?Factor?1	13	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1nc(NC(=O)NC(=O)C(C)(C)C)ccc1Oc1ccnc(c1)-c1cnn(C)c1	Colony Stimulating?Factor?1	13	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1	Colony Stimulating?Factor?1	13	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1	Colony Stimulating?Factor?1	13	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Oc2ccc3ncc(C)c(=O)n3c2)cnc1OCc1ccc(cc1)C1CC1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1cnc2ccc(Oc3cnc(OCc4ccc(cc4)C4CC4)nc3)cn2c1=O	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Oc2ccnc(c2)-c2cnn(C)c2)cnc1OCc1ccc(cc1)C1CC1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ncc(Cc3ccc4ncc(C)c(=O)n4c3)cc2OC)cc1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(nc1)[C@@H]1COc2cc(Oc3ccc4ncc(C)c(=O)n4c3)cnc2O1	Colony Stimulating?Factor?1	13	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
"C[C@H]1[C@H]2CCC(O2)[C@@H](C)[C@]1(O)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1 |r,t:31|"	Colony Stimulating?Factor?1	14	US Patent	4EXP			
Clc1ccc(NC(=O)c2cccc(Br)c2)cc1C(=O)Nc1cccnc1	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(Cc2ccc(Nc3ncc4c(n3)n(cc(C(N)=O)c4=O)-c3ccc4CCCc4c3)cc2)CC1	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(Cc2ccc(Nc3ncc4c(n3)n(cc(C(N)=O)c4=O)-c3ccc4CCCc4c3)cc2)CC1	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCC(=O)N1CC[C@@H](C1)N1C(=O)N(Cc2cnc(Nc3ccc(cc3)N3CCN(C)CC3)nc12)c1cc(OC)ccc1F	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OC)cc(\C=N\c2cnc(Nc3ccc(cc3)N3CCOCC3)nc2Oc2ccc(cc2)C(F)(F)F)c1	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Fc1cccc(NC(=O)CC(=O)Nc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2)c1	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(cc1)C1CC1)C1CN(C1)C(=O)c1cc(COC[C@@H](O)CO)ccn1	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OCc2ccnc(Nc3cnn(C)c3)n2)c(Cl)c2sc(N[C@H]3CCCC[C@@H]3O)nc12	Colony Stimulating?Factor?1	14	ChEMBL	4EXP			
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1	Colony Stimulating?Factor?1	14	ChEMBL	4EXP			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)C#CC(C)(C)N)ccc2O1	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(CC1)c1cnc2n(Cc3cc(F)c4OC(COc4c3)c3ccc(cc3)C(F)(F)F)cnc2c1	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)N3CC4(COC4)C3)cc(OC)c2O1	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)N3CCN(C)CC3)cc(OC)c2O1	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)[C@H]1Oc2c(OC)cc(Cn3cnc4cccnc34)cc2O[C@@H]1C	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COCCOc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)-c3cn(C)cn3)cc(OC)c2O1	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)N3CCC3=O)cc(OC)c2O1	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCOc1cc(Oc2ccnc(c2)C(=O)NC)cnc1OCc1ccc(nc1)C1CC1	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(C3CCN(C)CC3)c(F)c2)ncc1F	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(Cl)cc(cc12)-c1nc(Nc2ccc(N3CCNCC3)c(F)c2)ncc1Cl	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)C1CCN(CC1)c1ccc(Nc2ncc(F)c(n2)-c2cc(F)c3OCCN(C)c3c2)cc1F	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(NC(=O)Nc2ccc(Oc3ncnc4cc(ccc34)N(C)C)cc2)cc1	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1ccc2c(Oc3ccc(NC(=O)NCc4ccc(nc4)C(F)(F)F)cc3)ncnc2c1	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1nc(ccc1Oc1ccnc(c1)-c1cnn(C)c1)-c1cnc([nH]c1=O)N1CCCC1	Colony Stimulating?Factor?1	14	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
O=c1ccnc2ccc(Oc3cnc4O[C@@H](COc4c3)c3ccc(cn3)C3CC3)cn12	Colony Stimulating?Factor?1	14	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1	Colony Stimulating?Factor?1	14.4	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCCCNc1ncc2c(n1)n(cc(C(=O)NOC)c2=O)-c1ccc2CCCc2c1	Colony Stimulating?Factor?1	15	Curated from the literature by BindingDB	"4LIQ,6T2W,4DKD"			
C[C@H](Nc1cncc(Cl)n1)c1cccc(NC(=O)c2ccnc(C)c2)c1 |r|	Colony Stimulating?Factor?1	15	Curated from the literature by BindingDB	"4LIQ,6T2W,4DKD"			
COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)-c3noc(n3)C3CCNCC3)cc2OC)cn1	Colony Stimulating?Factor?1	15	US Patent	"4LIQ,6T2W,4DKD"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)C3=CC4(C)CN3CCC4)cc2OC)cn1 |t:24|	Colony Stimulating?Factor?1	15	US Patent	"4LIQ,6T2W,4DKD"			
COc1cc2ncc(C(N)=O)c(Nc3cc(F)ccc3F)c2cc1OC	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc2c(Nc3cccc(Cl)c3Cl)c(cnc2cc1NCCN1CCCCC1)C(N)=O	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1CCN(CC1)c1cc(ccc1NC(=O)c1ccc(o1)C#N)C#CCN(C)C	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1C(C)(C)CC(CC1(C)C)Oc1ccc(nc1)C(=O)Nc1ccc(NC(=O)Nc2cc(on2)C(C)(C)C)cc1	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)-c3noc(n3)C3CCNCC3)cc2OC)cn1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)C3=CC4(C)CN3CCC4)cc2OC)cn1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)-c3noc(n3)C3CCNCC3)cc2OC)cn1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)C3=CC4(C)CN3CCC4)cc2OC)cn1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCC(=O)N1CC[C@@H](C1)N1C(=O)N(Cc2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc12)c1ccc(Cl)cc1	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCC(=O)N1CC[C@@H](C1)N1C(=O)N(Cc2cnc(Nc3ccc(N4CCN(C)CC4)c(Cl)c3)nc12)c1cc(OC)ccc1F	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCC(=O)N1CC[C@@H](C1)N1C(=O)N(Cc2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc12)c1cccc(F)c1	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(cc1)C1CC1)C1CN(C1)C(=O)c1cc(OC[C@@H](O)CO)ccn1	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(cc1)C1CC1)C1CN(C1)C(=O)c1cc(OC[C@H](O)CO)ccn1	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1ccc(COc2ccc(cc2OC)C2CN(C2)C(=O)c2cc(OCCN3CCNC(=O)C3)ccn2)cc1	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(ccc1OCc1ccc(cc1)C1CC1)C1CN(C1)C(=O)c1cc(COCC(CO)CO)ccn1	Colony Stimulating?Factor?1	15	ChEMBL	4EXP			
COc1ccc(cc1)C1COc2cc(Cn3cnc4cc(cnc34)N3CCN(C)CC3)ccc2O1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COC1CN(C1)c1ccc2c(Cc3cc(F)c4OC(COc4c3)c3ccc(OC)nc3)cnn2c1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)C#CC(C)(C)O)cc(OC)c2O1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)N3CCC3)cc(OC)c2O1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(cnc34)-n3ccnc3C)cc(OC)c2O1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cnc2n(Cc3cc(OC)c4O[C@H]([C@H](C)Oc4c3)c3ccc(OC)nc3)cnc2c1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cc(cnc23)C#CC(C)(C)N)cc2OCC(Oc12)c1csc(n1)C1CC1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cc(cnc23)C#CC(C)(C)N)ccc1OCc1ccc(C)nc1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)-c3noc(n3)C3CCNCC3)cc2OC)cn1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)C3=CC4(C)CN3CCC4)cc2OC)cn1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1ccc2c(Oc3ccc(NC(=O)Nc4ccccc4Cl)cc3)ncnc2c1	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1ccc2c(Oc3ccc(NC(=O)NCCc4ccccc4)cc3)ncnc2c1	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1cc(ncc1Oc1ccnc(c1)-c1cnn(C)c1)-c1cnc([nH]c1=O)N1CCCC1	Colony Stimulating?Factor?1	15	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1ccccc1)c1ncnc2[nH]c(cc12)-c1ccccc1	Colony Stimulating?Factor?1	15	ChEMBL	"4LIQ,6T2W,4DKD"			
COc1cc(Oc2ccc3N=CN4CCN=C4c3c2)cnc1OCc1ccc(cc1)C1CC1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Oc2ccc3ncc(C)c(=O)n3c2)cnc1OCc1ccc(cc1)C#C	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cccc(CCOc2ncc(Oc3ccc4ncc(C)c(=O)n4c3)cc2OC)c1	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1cnc2ccc(Oc3cnc4O[C@H](COc4c3)c3ccc(cn3)C3CC3)cn2c1=O	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1cnc2ccc(Oc3cnc4O[C@@H](COc4c3)c3ccc(cc3)C3CC3)cn2c1=O	Colony Stimulating?Factor?1	15	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1ccccc1)c1ncnc2[nH]c(cc12)-c1ccccc1	Colony Stimulating?Factor?1	15	ChEMBL	"4LIQ,6T2W,4DKD"			
"C[C@H]1[C@@H]2OC(C=C2)[C@@H](C)[C@]1(O)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1 |r,c:5,t:31|"	Colony Stimulating?Factor?1	16	US Patent	4EXP			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N3CCN(C)CC3)cc2OC)cn1	Colony Stimulating?Factor?1	16	US Patent	"4LIQ,6T2W,4DKD"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N3CCN(CC3)C3CC3)cc2OC)cn1	Colony Stimulating?Factor?1	16	US Patent	"4LIQ,6T2W,4DKD"			
NC(=O)c1cnc2cc(ccc2c1Nc1ccccc1)-c1ccncc1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
NC(=O)c1cnc2cc(ccc2c1Nc1ccccc1)-c1ccc(cc1)C(=O)N1CCCCC1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CS(=O)(=O)c1ccc(cc1)-c1ccc2c(Nc3ccccc3)c(cnc2c1)C(N)=O	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
NC(=O)c1cnc2cc(ccc2c1Nc1ccccc1)-c1ccc(Br)cc1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1cccc(c1)C(=O)Nc1ccc(Cl)c(c1)C(=O)Nc1cccnc1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
FC(F)(F)c1cccc(c1)C(=O)Nc1ccc(Cl)c(c1)C(=O)Nc1cccnc1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc2ncc(C(N)=O)c(Nc3ccc(F)c(Cl)c3)c2cc1OC	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1CCN(CC1)c1cc(ccc1NC(=O)c1ccc(o1)C#N)C#CCN(C)S(C)(=O)=O	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N3CCN(C)CC3)cc2OC)cn1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N3CCN(CC3)C3CC3)cc2OC)cn1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N3CCN(C)CC3)cc2OC)cn1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N3CCN(CC3)C3CC3)cc2OC)cn1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1NC(=O)c1cncc(c1)-c1cnn(C)c1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCC(=O)N1CC[C@@H](C1)N1C(=O)N(Cc2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc12)c1cccc(C)c1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(NC(=O)c2cccc(c2)C#Cc2cc(cnc2N)-c2cnn(C)c2)cc(OC)c1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Nc1n[nH]c2cccc(C#Cc3cccc(NC(=O)c4ccc(N5CCOCC5)c(c4)C(F)(F)F)c3)c12	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)[C@H]1COc2cc(Cn3cnc4cc(cnc34)C#CC(C)(C)N)ccc2O1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Fc1cc(Cn2cnc3cc(cnc23)C#CC2CCCNC2)cc2OCC(Oc12)c1ccc(cc1)C(F)(F)F	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COC1CN(C1)c1cnc2n(Cc3cc(OC)c4OC(COc4c3)c3ccc(OC)nc3)cnc2c1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1COc2cc(Cn3cnc4cc(OC5COC5)cnc34)cc(OC)c2O1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)C1CCc2cc(Cc3cnn4cc(cnc34)C#CC(C)(C)N)cc(OC)c2O1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N3CCN(C)CC3)cc2OC)cn1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N3CCN(C)CC3)cc2OC)cn1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)N3CCN(CC3)C3CC3)cc2OC)cn1	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1ccc2c(Oc3ccc(NC(=O)NCc4ccccc4)cc3)ncnc2c1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)c1ccc2c(Oc3ccc(NC(=O)NCc4ccc(cc4)S(N)(=O)=O)cc3)ncnc2c1	Colony Stimulating?Factor?1	16	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Oc2ccc3ncc(C)c(=O)n3c2)cnc1OCc1ccc(cc1)C(C)(C)O	Colony Stimulating?Factor?1	16	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1cccc(C)c1)c1ncnc2[nH]c(cc12)-c1ccc(O)cc1	Colony Stimulating?Factor?1	16	ChEMBL	"4LIQ,6T2W,4DKD"			
Oc1ccc(N2CCCCC2)c(NC(=O)c2ccc(o2)C#N)c1	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Nc1cc(ccc1N1CCCCC1)N1CCCCC1)c1ccc(o1)C#N	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Nc1ccc(cc1N1CCCCC1)N1CCCCC1)c1ccc(o1)C#N	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCNC1CC1)C(N)=O	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCN1CCCC1)C(N)=O	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)(CN1CCN(CCO)CC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1	Colony Stimulating?Factor?1	17	ChEMBL	4EXP			
CC(C)(N1CCOCC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1	Colony Stimulating?Factor?1	17	ChEMBL	4EXP			
C[C@@H](Nc1c(nnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C(N)=O)C1CC1	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCC(=O)N1CC[C@@H](C1)N1C(=O)N(Cc2cnc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc12)c1cc(OC)ccc1F	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(NC(=O)c2ccc(C)c(c2)C#Cc2cc(Cl)cnc2N)cc(OC)c1	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1ccc(COc2ccc(cc2OC)C2CN(C2)C(=O)c2cc(COCC(CO)(CO)CO)ccn2)cc1	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(cc2OC)C2CN(C2)C(=O)c2cc(OCCN3CCN(C)CC3)ccn2)cc1	Colony Stimulating?Factor?1	17	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
