Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain	UniProt (TrEMBL) Primary ID of Target Chain	UniProt (TrEMBL) Secondary ID(s) of Target Chain	UniProt (TrEMBL) Alternative ID(s) of Target Chain
Cc1ncc(C(=O)Nc2cc(C(=O)Nc3ccnc(CC4CC4)n3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)NCC2(F)CC2)cc1NC(=O)c1cnc(NC(=O)N2CCC2)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)N[C@H]2CCOC2)cc1NC(=O)c1cnc(NC(=O)N2CCOCC2)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(OC3CC3)cn2)cc1NC(=O)c1cnc(NC(=O)OC2CCC2)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(OC3CC3)cn2)cc1NC(=O)c1cnc(NC(=O)[C@@H]2CCOC2)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(OC3CC3)cn2)cc1NC(=O)c1cnc(NC(=O)C2CCOC2)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(OC3CC3)cn2)cc1NC(=O)c1cnc(NC(=O)C(C)(C)O)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(O[C@H]3CCOC3)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc3c(n2)COC3)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)NC2CN(C(=O)C3CC3)C2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)NCC(F)(F)F)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CO[C@H]1C[C@@H](NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)C1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)N[C@H]2C[C@@H](F)C2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)NC2CN(c3ncccn3)C2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)N[C@H]2C[C@@H](C#N)C2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)N[C@H]2C[C@@H](C(N)=O)C2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
COc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccccn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)N[C@H]2C[C@H]2F)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)N[C@@H]2C[C@@H]2F)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)N[C@H]2C[C@@H]2F)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(C3CC(F)(F)C3)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(CC(C)C)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(OCC3CC3)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(CCO)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(CC(F)F)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn([C@@H]3CCOC3)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(C3CCOCC3)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(OC3CC3)c(C)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(CC(C)(C)O)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(C3CCC3)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2cc3n(n2)CCC3)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2cn[nH]c2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(C(C)C)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(C3CC3)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(C)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)NCCCN2CCOCC2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2cnn(C)c2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(-c3ccccn3)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(OC3CC3)cn2)cc1NC(=O)c1cncs1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(-c3ccccc3)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2nc(C)n(C)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ncn(C)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2nnc(C3CC3)[nH]2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CCn1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)n1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2cc3n(n2)CCN(C)C3)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn(C(F)F)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2cc3n(n2)CCOC3)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CO[C@H]1C[C@@H](n2ccc(NC(=O)c3cc(NC(=O)c4cnc(N)s4)c(C)cc3F)n2)C1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CO[C@H]1C[C@@H](n2nccc2NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)C1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CO[C@H]1C[C@H](n2ccc(NC(=O)c3cc(NC(=O)c4cnc(N)s4)c(C)cc3F)n2)C1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccn([C@H]3CCOC3)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)NCC2(F)CCC2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)NCC2(F)CC2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)N[C@H]2CCOC2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(COC(C)C)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CCOCc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
COC(c1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)nc1)C1CC1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(O[C@@H]3CCOC3)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(OC3COC4(CC4)C3)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Nc1ncc(C(=O)Nc2cc(C(=O)NC3CC3)c(F)cc2Cl)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
COCc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(Cl)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
COc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(F)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CCOc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(F)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Nc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(OCC(F)F)cn3)c(F)cc2F)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CCc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(F)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
COCc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(F)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Nc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(C(F)F)cn3)c(F)cc2F)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CC(C)Oc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(F)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Nc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(OC(F)F)cn3)c(F)cc2F)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Nc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(OCC(F)(F)F)cn3)c(F)cc2F)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(NC(=O)c2cnc(N)s2)cc1C(=O)Nc1ccc(OC2CC2)cn1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(Cl)c(C(=O)Nc2ccc(OC3CC3)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(F)cc2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccccc2F)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(OC3CC3)cn2)cc1NC(=O)c1cnc(NCC(F)F)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CCc1cc(F)c(C(=O)Nc2ccc(OC3CC3)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CC(=O)Nc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(OC4CC4)cn3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CC(=O)Nc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(OC4CC4)cn3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(OC4CC4)cn3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CC(F)(F)F)cn3)c(F)cc2F)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
COCCc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(CN3CCOCC3)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2cccnc2C)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(COCC3CC3)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
COCCOc1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)NCc2ccn(C(C)C)n2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CO[C@H](C)c1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CO[C@@H](C)c1ccc(NC(=O)c2cc(NC(=O)c3cnc(N)s3)c(C)cc2F)nc1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1cc(F)c(C(=O)Nc2ccc(S(=O)(=O)C3CC3)cn2)cc1NC(=O)c1cnc(N)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)NCc3ccc(F)cc3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)NCc3ccc(F)cc3F)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)NCc3cc(F)cc(F)c3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)NCc3cccc(F)c3F)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)NCc3ccc(F)c(F)c3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)NCc3ccc(OC(F)(F)F)cc3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)NCc3ccc(C(F)(F)F)cc3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)NCc3ccc(OC(F)(F)F)c(F)c3)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
Cc1ncc(C(=O)Nc2cc(C(=O)NCc3ccc(OC(F)(F)F)cc3F)c(F)cc2C)s1	Colony Stimulating?Factor?1	1000	US Patent	"4LIQ,6T2W,4DKD"			
CN1CCN(Cc2ccc(N3CCCCC3)c(NC(=O)c3ccc(o3)C#N)c2)CC1	Colony Stimulating?Factor?1	1010	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1nn(Cc2cnn(Cc3ccc(OC)cc3)c2)c2cccc(NC(=O)c3cnc4ccccn34)c12	Colony Stimulating?Factor?1	1037.9	US Patent	"4LIQ,6T2W,4DKD"			
CCNC(=O)c1cc(Cc2ccc3OC(COc3c2)c2ccc(OC)nc2)ccn1	Colony Stimulating?Factor?1	1060	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cc(cnc23)C#CC(C)(C)N)cc2OCC(Oc12)c1nc(C)oc1C	Colony Stimulating?Factor?1	1080	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cccnc23)cc2OCC(Oc12)C1CCC(F)(F)CC1	Colony Stimulating?Factor?1	1080	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cn2cnc3cc(cnc23)-c2cnn(C)c2)cc2O[C@H](C)[C@H](Oc12)C1CC1	Colony Stimulating?Factor?1	1090	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
O=Cc1ccc(o1)C(=O)Nc1ccccc1N1CCCCC1	Colony Stimulating?Factor?1	1100	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccccc1N1CCOCC1	Colony Stimulating?Factor?1	1100	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(cc(C(O)=O)c3=O)-c2ccc3CCCc3c2)cc1	Colony Stimulating?Factor?1	1100	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OC)c(Cl)c(c1Cl)-c1ccc2nc(Nc3c(C)cccc3NC(=O)C=C)ncc2c1	Colony Stimulating?Factor?1	1100	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1ccc(COc2ccc(cc2OC)C2CN(C2)C(=O)c2ccncc2)cc1	Colony Stimulating?Factor?1	1100	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(cn2)N2CCOCC2)ncc1F	Colony Stimulating?Factor?1	1115	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCc1nn(Cc2cccc(OC3CCNC[C@H]3F)n2)c2cccc(NC(=O)c3cnc4ccccn34)c12 |r|	Colony Stimulating?Factor?1	1136.4	US Patent	"4LIQ,6T2W,4DKD"			
CN1CCN(CCOc2ccn3c(cnc3c2)C(=O)Nc2cccc3n(Cc4coc(C)n4)nc(C4CC4)c23)CC1	Colony Stimulating?Factor?1	1171.4	US Patent	"4LIQ,6T2W,4DKD"			
Clc1cnccc1COc1ccc2nc(NC3CCCCC3)sc2c1	Colony Stimulating?Factor?1	1204	ChEMBL	4EXP			
CCc1nn(Cc2cccc(n2)N2CCC(N)CC2)c2cccc(NC(=O)c3cnc4ccccn34)c12	Colony Stimulating?Factor?1	1215.7	US Patent	"4LIQ,6T2W,4DKD"			
Nc1ncc(cc1C(F)(F)F)-c1cc([C@@H]2[C@H]3CN(C[C@@H]23)C2COC2)n(CC2CC2)n1	Colony Stimulating?Factor?1	1220	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1nn(Cc2cccc(C)n2)c2cccc(NC(=O)c3cnc4ccc(cn34)C#N)c12	Colony Stimulating?Factor?1	1229	US Patent	"4LIQ,6T2W,4DKD"			
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1	Colony Stimulating?Factor?1	1240	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)C1CC(C)(C)OC(C)(C)C1	Colony Stimulating?Factor?1	1250	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(cn1)[C@]1(C)COc2cc(Cn3cnc4cc(cnc34)C#CC(C)(C)N)cc(OC)c2O1	Colony Stimulating?Factor?1	1250	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCc1nn(Cc2cccc(OCCN3CCN(C)CC3)n2)c2cccc(NC(=O)c3cnc4ccccn34)c12	Colony Stimulating?Factor?1	1253.3	US Patent	"4LIQ,6T2W,4DKD"			
COCCOCC(=O)Nc1cccc-2c1Cc1c-2n[nH]c1-c1csc(c1)C#CCOc1ccccc1	Colony Stimulating?Factor?1	1271	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1	Colony Stimulating?Factor?1	1274	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cccc(Oc2nc(Nc3ccc(cc3)N3CCOCC3)ncc2NC(N)=O)c1	Colony Stimulating?Factor?1	1290	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OCc2ccnc(Nc3cc[nH]n3)n2)cc2sc(N[C@H]3CCCC[C@@H]3O)nc12	Colony Stimulating?Factor?1	1304	ChEMBL	4EXP			
COc1ccc(cn1)C1COc2cc(Cc3cnc4ccccn34)cc(OC)c2O1	Colony Stimulating?Factor?1	1330	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc(cn2)N2CCNCC2)ncc1F	Colony Stimulating?Factor?1	1330	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCc1nn(Cc2cccc(OC3CCNC3)n2)c2cccc(NC(=O)c3cnc4ccccn34)c12	Colony Stimulating?Factor?1	1396.9	US Patent	"4LIQ,6T2W,4DKD"			
OCC1CCN(CC1)c1ccccc1NC(=O)c1ccc(o1)[N+]([O-])=O	Colony Stimulating?Factor?1	1400	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(CC1)c1ccccc1NC(=O)c1ccc(o1)[N+]([O-])=O	Colony Stimulating?Factor?1	1400	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc2c(ncnc2cc1OCCCN1CCOCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1	Colony Stimulating?Factor?1	1400	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1ccc(COc2ccc(cc2OC)C2CN(C2)c2cccnc2)cc1	Colony Stimulating?Factor?1	1400	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OCc2ccnc(N)c2)cc2sc(N[C@@H]3CCCC[C@H]3O)nc12	Colony Stimulating?Factor?1	1455	ChEMBL	4EXP			
COc1cc2ncnc(N(C)c3cccc(Cl)c3)c2cc1OC	Colony Stimulating?Factor?1	1500	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CNc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCCN3CCN(CC3)C(=O)C=C)c2n1	Colony Stimulating?Factor?1	1500	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCc1nn(Cc2nccs2)c2cccc(NC(=O)c3cnc4ccccn34)c12	Colony Stimulating?Factor?1	1563.4	US Patent	"4LIQ,6T2W,4DKD"			
CCN1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(NC(=O)c3n[nH]c4ccccc34)c2)CC1	Colony Stimulating?Factor?1	1576	ChEMBL	4EXP			
CNc1nccc(n1)-c1cccnc1Oc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1C	Colony Stimulating?Factor?1	1580	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
NC(=O)c1cc(cc2c(c[nH]c12)C1CCCNC1)-c1ccccc1	Colony Stimulating?Factor?1	1584.89	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCN1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(NC(=O)c3cnnc4ccccc34)c2)CC1	Colony Stimulating?Factor?1	1596	ChEMBL	4EXP			
