Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)NCCS(C)(=O)=O)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.7	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCNC[C@@H]1C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.7	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N1CC2(COC2)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.7	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)C1CCCO1)-c1cc(c2ncnn2c1)C(F)(F)F	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(cc2c1CC(F)F)C1CCNCC1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)C1CN(C)C(=O)C1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CCOc1cc(cn2ncnc12)-c1[nH]c2ccc(cc2c1C(C)C)C1CCN(CC(=O)N(C)C)CC1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2ccnn2C)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2cnc(C)nc2)CC1)-c1cc(CO)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2ncccn2)CC1)-c1cc(CO)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN1CCC(F)(F)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CNC(=O)CNC1CCC(C1)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cc(OC)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)N1[C@H]2C[C@@H]1CN(C2)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN1CCC(F)(F)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)C1CCCO1)-c1cc(c2ncnn2c1)C(F)(F)F	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1C[C@@H](C)N([C@H](C)C1)C(=O)CCN(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCN(CC1)C(=O)CN1CCC(C)(O)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N1CC(C1)C(=O)N(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)N1CCN(CCCS(C)(=O)=O)CC1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCCNCC1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CCC(CC1)NC1COC1	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cc(C)c(nc2c1C(C)C)C1CCC(CC1)NC1(C)COC1	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cc(C)c(nc2c1C(C)C)C1CCC(CC1)N(C)CC(C)(C)C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(cc2c1CC(F)F)C1CCNCC1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)C1CN(C)C(=O)C1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)NCC1CCCCS1(=O)=O)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CCOc1cc(cn2ncnc12)-c1[nH]c2ccc(cc2c1C(C)C)C1CCN(CC(=O)N(C)C)CC1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2ccnn2C)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(OCC3CCN(CCS(C)(=O)=O)CC3)nc2c1C(C)C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2cnc(C)nc2)CC1)-c1cc(CO)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2ncccn2)CC1)-c1cc(CO)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CNC(=O)CN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cc(C)ncc1F	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)C1(C)CCNCC1)-c1cc(C)nc(C)c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC(=O)N2CCC(F)C2)CC1)-c1cc(C)nc(C)c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CNCC1CC1)-c1cc(C)nc(C)c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN(C)CC#N)-c1cc(C)nc(C)c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCCNCC1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CCC(CC1)NC1COC1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)N1[C@H]2C[C@@H]1CN(C2)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cc(C)c(nc2c1C(C)C)C1CCC(CC1)NC1(C)COC1	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cc(C)c(nc2c1C(C)C)C1CCC(CC1)N(C)CC(C)(C)C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)NCC1CCCCS1(=O)=O)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1C[C@@H](C)N([C@H](C)C1)C(=O)CCN(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCN(CC1)C(=O)CN1CCC(C)(O)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(OCC3CCN(CCS(C)(=O)=O)CC3)nc2c1C(C)C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N1CC(C1)C(=O)N(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CNC(=O)CNC1CCC(C1)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cc(OC)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)N1CCN(CCCS(C)(=O)=O)CC1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCCNCC1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cc(C)c(nc2c1C(C)C)C1CCC(CC1)NC1(C)COC1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1C[C@@H](C)N([C@H](C)C1)C(=O)CCN(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCN(CC1)C(=O)CN1CCC(C)(O)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cnc(cc2c1C(C)C)N1CCC(CC1)NC1CCOCC1	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cnc(C3CCN(CC3)C3COC3)c(F)c2c1C(C)C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)N1[C@H]2C[C@@H]1CN(C2)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CCC(CC1)NC1COC1	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(OCC3CCN(CCS(C)(=O)=O)CC3)nc2c1C(C)C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N1CC(C1)C(=O)N(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CNC(=O)CNC1CCC(C1)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cc(OC)c2ncnn2c1	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2cnc(N3CCN(CC#N)C[C@H]3C)c(F)c12)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)NCC1CCCCS1(=O)=O)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)N1CCN(CCCS(C)(=O)=O)CC1	Toll-like receptor 7	2.8	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cc(C)c(nc2c1C(C)C)C1CCC(CC1)N(C)CC(C)(C)C	Toll-like receptor 7	2.8	US Patent	7CYN
CCc1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CNC)-c1cc(OC)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CCc1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN(C)C)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)CN(C)CC(=O)N1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC(=O)N(C)CCC2(O)CCCC2)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
COc1c(C)c(cn2ncnc12)-c1[nH]c2ccc(cc2c1C(C)C)C1CCN(CC(=O)N2CCOCC2)CC1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC(=O)N2CCS(=O)(=O)NC2)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
COCCN1CCCC1CNC(=O)N1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CNC(=O)CN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cc(F)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CNC(=O)CN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1ccc2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CCc1c([nH]c2ccc(cc12)C1CCN(CC(C)(C)O)CC1)-c1cc(OC)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)CCN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)N1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cc(C)c2nc(C)nn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CC2(CN(CC(=O)N(C)C)C2)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1[C@H]2CC[C@@H]1CN(CCC(C)=O)C2)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)N1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cc(C)c2nc(C)nn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1C[C@@H]2C[C@H]1CCN2C(=O)CN(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CCc1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CNC)-c1cc(OC)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CCc1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN(C)C)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)CN(C)CC(=O)N1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CCN(C)CC(=O)N1[C@H](C)CN(C[C@H]1C)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC(=O)N(C)CCC2(O)CCCC2)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCN[C@H](CO)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)N1CC2(CNC2)C1	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CCC(CC1)N1CCC(F)C1	Toll-like receptor 7	2.9	US Patent	7CYN
COc1c(C)c(cn2ncnc12)-c1[nH]c2ccc(cc2c1C(C)C)C1CCN(CC(=O)N2CCOCC2)CC1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCC(CC1)N(CC(=O)N(C)C)CC(=O)N(C)C)-c1cn(C)c2ncccc12	Toll-like receptor 7	2.9	US Patent	7CYN
COc1ncc(CNC2CCN(CC2)c2ccc3[nH]c(c(C(C)C)c3n2)-c2cn3ncnc3c(C)c2C)cn1	Toll-like receptor 7	2.9	US Patent	7CYN
COCCN1CCCC1CNC(=O)N1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC(=O)N2CCS(=O)(=O)NC2)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CNC(=O)CN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cc(F)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CNC(=O)CN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1ccc2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N(C)CC1(CC1)S(C)(=O)=O)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCN(CC(=O)N(C)C)CC1)-c1cc(C)c(=O)n(C)c1	Toll-like receptor 7	2.9	US Patent	7CYN
CCc1c([nH]c2ccc(cc12)C1CCN(CC(C)(C)O)CC1)-c1cc(OC)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(OCC3CN(C3)C(C)C)nc2c1C(C)C	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CC(C1)NC(=O)CN(C)C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)CCN1CCC(CC1)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2cc(F)c(cc12)C1CCN(CC(=O)N(C)C)CC1)-c1cc(C)ncc1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)C(=O)N1CCN(C)CC1)-c1cc(C)nc(C)c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCNCC1)-c1ccnc(C)c1F	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CN(C)CCCO)-c1cc(C)nc(C)c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CC2(CN(CC(=O)N(C)C)C2)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1[C@H]2CC[C@@H]1CN(CCC(N)=O)C2)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1C[C@@H]2C[C@H]1CN2C(=O)CN(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N(C)CC1(CC1)S(C)(=O)=O)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCN(CC(=O)N(C)C)CC1)-c1cc(C)c(=O)n(C)c1	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(OCC3CN(C3)C(C)C)nc2c1C(C)C	Toll-like receptor 7	2.9	US Patent	7CYN
CCN(C)CC(=O)N1[C@H](C)CN(C[C@H]1C)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCN[C@H](CO)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CC(C1)NC(=O)CN(C)C	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)N1CC2(CNC2)C1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCC(CC1)N(CC(=O)N(C)C)CC(=O)N(C)C)-c1cn(C)c2ncccc12	Toll-like receptor 7	2.9	US Patent	7CYN
COc1ncc(CNC2CCN(CC2)c2ccc3[nH]c(c(C(C)C)c3n2)-c2cn3ncnc3c(C)c2C)cn1	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CCC(CC1)N1CCC(F)C1	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CCC(CC1)N1CCC(F)C1	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(OCC3CN(C3)C(C)C)nc2c1C(C)C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCC(CC1)N(CC(=O)N(C)C)CC(=O)N(C)C)-c1cn(C)c2ncccc12	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCN(CC(=O)N(C)C)CC1)-c1cc(C)c(=O)n(C)c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCN[C@H](CO)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CC(C1)NC(=O)CN(C)C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1[C@H]2CC[C@@H]1CN(CCC(N)=O)C2)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
CCN(C)CC(=O)N1[C@H](C)CN(C[C@H]1C)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)N1CC2(CNC2)C1	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cnc(N3CCN(CC(=O)N(C)C)CC3)c(F)c2c1C(C)C	Toll-like receptor 7	2.9	US Patent	7CYN
CCN(CCN(C)C)C(=O)c1ccc2[nH]c(c(C(C)C)c2c1)-c1cc(C)nc(C)c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CC2(CN(CC(=O)N(C)C)C2)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
COc1ncc(CNC2CCN(CC2)c2ccc3[nH]c(c(C(C)C)c3n2)-c2cn3ncnc3c(C)c2C)cn1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2cnc(cc12)C1CCN(CC(=O)N(C)C)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CCC(CC1)N(C)CC1(CC1)S(C)(=O)=O)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2cnc(cc2c1C(C)C)N1CCC(CC1)NC(C)C(C)C	Toll-like receptor 7	2.9	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1C[C@@H]2C[C@H]1CN2C(=O)CN(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	2.9	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(cc2c1C(C)C)C1CCN(CC1)C(=O)CCN(C)C	Toll-like receptor 7	3	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(cc2c1C(C)C)C1CCN(CC1)C(=O)C1CN(C)C(=O)C1	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CNC1CCCCC1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CCN1CC[C@H](O)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CCN(C)C1CCCCC1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2cncs2)CC1)-c1cc(C)c2ncnn2c1	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(C)C[N+]#[C-])-c1cn2ncnc2cc1C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(Cc2ccnc(C)n2)CC1)-c1cc(CO)c2ncnn2c1	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1C[C@H]2C[C@@H]1CCN2C(=O)CCN(C)C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCN(CC(C)(C)O)C[C@@H]1C)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(cc2c1C(C)C)C1CCN(CC1)C(=O)CCN(C)C	Toll-like receptor 7	3	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(cc2c1C(C)C)C1CCN(CC1)C(=O)C1CN(C)C(=O)C1	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CNC1CCCCC1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)N(CC(=O)N1CCN([C@@H](C)C1)c1ccc2[nH]c(c(C(C)C)c2n1)-c1cn2ncnc2c(C)c1C)C(C)C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)N1CCN(CC1)C(=O)CN1CCC(CO)CC1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(nc12)C1CC2(C1)CN(CC1(C)COC1)C2)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CCN1CC[C@H](O)C1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC1)C(=O)CCN(C)C1CCCCC1)-c1cn2ncnc2c(C)c1C	Toll-like receptor 7	3	US Patent	7CYN
COc1cc(cn2ncnc12)-c1[nH]c2ccc(nc2c1C(C)C)C1CCC(CC1)NCC(=O)N(C)C	Toll-like receptor 7	3	US Patent	7CYN
