Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc2c(CNC[C@@H]3CCO3)cn(C)c2n1	Programmed?Cell?Death?1	1.3	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(cc2CCN(CCC3CCNCC3)Cc12)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC[C@@H]2CCC(=O)N2)c(OC)n1	Programmed?Cell?Death?1	1.3	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(cc(C)c1CN(C)C[C@@H]1CCC(=O)N1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC[C@@H]2CCC(=O)N2)c(OC)n1	Programmed?Cell?Death?1	1.3	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
Cc1c(COc2cc(OCc3cncc(c3)C#N)c(CN3CCCCC3C(O)=O)cc2Cl)cccc1-c1cccc(COc2cc(OCc3cncc(c3)C#N)c(CN3CCCC[C@H]3C(O)=O)cc2Cl)c1C	Programmed?Cell?Death?1	1.3	US Patent	
N#Cc1cncc(COc2cc(OCc3cccc(-c4cccc(COc5cc(OCc6cncc(C#N)c6)c(CN6CCCCC6C(=O)O)cc5Cl)c4C)c3C)c(Cl)cc2CN2CCCC[C@H]2C(=O)O)c1	Programmed?Cell?Death?1	1.3	Curated from the literature by BindingDB	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,9INU,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,8XR5,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(cc2CCN(CCCF)Cc12)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNCC2(CO)CC2)c(OC)n1	Programmed?Cell?Death?1	1.31	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CN[C@H]1CC[C@H](O)CC1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CN2CC3(C2)CNC(=O)C3)c(OC)n1	Programmed?Cell?Death?1	1.31	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1ccnc(c1Cl)-c1cnc2c(CN3CCC(CC3)NC(C)=O)cn(C)c2c1	Programmed?Cell?Death?1	1.33	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
CNCc1ccc(nc1OC)-c1cccc(c1Cl)-c1ccnc(c1Cl)-c1ccc2CNCc2c1	Programmed?Cell?Death?1	1.34	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COCC(=O)N1CCC(CC1)NCc1ccc(nc1OC)-c1cccc(c1Cl)-c1ccnc(c1Cl)-c1ccc(CNC2CCN(CC2)C(C)=O)c(OC)c1	Programmed?Cell?Death?1	1.36	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CNC1CCN(CC1)C(=O)C1CC1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC2CCN(CC2)C(=O)C2CC2)c(OC)n1	Programmed?Cell?Death?1	1.37	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COC(=O)CN1CCc2cc(cc(OC)c2C1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC[C@@H]2CCC(=O)N2)c(OC)n1	Programmed?Cell?Death?1	1.38	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CN1CC(C)(O)C1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CN2CC(C)(O)C2)c(OC)n1	Programmed?Cell?Death?1	1.38	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CNCCNC(C)=O)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNCCNC(C)=O)c(OC)n1	Programmed?Cell?Death?1	1.39	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CNCCN1CCNC(=O)C1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC2CCN(CC2)C(C)=O)c(OC)n1	Programmed?Cell?Death?1	1.39	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3C[C@H](O)C[C@@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1	Programmed?Cell?Death?1	1.4	US Patent	"3BIK,3BIS,3FN3,3SBW,4Z18,4ZQK,5GGT,5GRJ,5IUS,5J89,5J8O,5JDR,5JDS,5N2D,5N2F,5NIU,5O45,5XJ4,5XXY,6PV9,6R3K,6RPG,6VQN,6YCR,7BEA,7C88,7CZD,7DCV,7DY7,7NLD,7OUN,7TPS,7UX5,7UXO,7UXP,7UXQ,7VUN,7XYQ,8ALX,8AOM,8OR1"
Cc1c(COc2cc(OCc3cccc(c3)C#N)c(CN3C[C@H](O)C[C@@H]3C(O)=O)cc2Cl)cccc1-c1ccc2OCCOc2c1	Programmed?Cell?Death?1	1.4	ChEMBL	"3BIK,3BIS,3FN3,3SBW,4Z18,4ZQK,5GGT,5GRJ,5IUS,5J89,5J8O,5JDR,5JDS,5N2D,5N2F,5NIU,5O45,5XJ4,5XXY,6PV9,6R3K,6RPG,6VQN,6YCR,7BEA,7C88,7CZD,7DCV,7DY7,7NLD,7OUN,7TPS,7UX5,7UXO,7UXP,7UXQ,7VUN,7XYQ,8ALX,8AOM,8OR1"
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1ccnc(c1Cl)-c1ccc2CNCCN(C)c2c1	Programmed?Cell?Death?1	1.4	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1C1=NCCN1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(C2=NCCN2)c(OC)n1	Programmed?Cell?Death?1	1.4	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1cn2cc(CNC[C@@H]3CCC(=O)N3)nc2cn1	Programmed?Cell?Death?1	1.41	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1ccnc(c1Cl)-c1cc(Cl)c2CN(CC3COC3)CCc2c1	Programmed?Cell?Death?1	1.41	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CN2CCC(CC2)NC(C)=O)c(OC)n1	Programmed?Cell?Death?1	1.43	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CN1CC2(COC2)C1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC2CCN(CC2)C(C)=O)c(OC)n1	Programmed?Cell?Death?1	1.43	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1nc(ccc1CNC1CCN(CC1)C(C)=O)-c1cccc(c1Cl)-c1ccnc(-c2cc3c(OC)nc(CNCCO)nn3c2)c1Cl	Programmed?Cell?Death?1	1.43	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CN1CC2(C1)CN(C2)C(C)=O)-c1nccc(c1Cl)-c1cccc2[C@H](CCc12)Nc1nc(OC)c(CN2CC3(C2)CN(C3)C(C)=O)nc1C(F)(F)F	Programmed?Cell?Death?1	1.44	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COCC(=O)N1CCC(CC1)NCc1ccc(cc1OC)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC2CCN(CC2)C(C)=O)c(OC)n1	Programmed?Cell?Death?1	1.45	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(cnc1CN[C@H]1CCOC1=O)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC[C@@H]2CCC(=O)N2)c(OC)n1	Programmed?Cell?Death?1	1.46	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CN1CC2(C1)CN(C2)C(C)=O)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc2c(CNC3CCN(CC3)C(C)=O)cn(C)c2n1	Programmed?Cell?Death?1	1.46	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1nc(ccc1CN1CC2(C1)CN(C2)C(C)=O)-c1cccc(c1Cl)-c1ccnc(c1Cl)-c1ccc(CN2CC3(C2)CNC(=O)C3)c(OC(F)F)c1	Programmed?Cell?Death?1	1.46	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1nc(ccc1CNC1CCN(CC1)C(C)=O)-c1ccnc(c1Cl)-c1cccc(c1Cl)-c1ccc(CN2CCC(O)CC2)c(OC)n1	Programmed?Cell?Death?1	1.46	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1nc(ccc1CNC[C@@H]1CCC(=O)N1)-c1cccc(c1Cl)-c1ccnc(c1Cl)-c1ccc2c(CNC3CCN(CC3)C(C)=O)nn(C)c2c1	Programmed?Cell?Death?1	1.47	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
CCOc1cc(cn2nc(CN[C@H]3CC[C@H](O)CC3)nc12)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC2CCN(CC2)C(C)=O)c(OC)n1	Programmed?Cell?Death?1	1.48	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1nc(ccc1CN1CC2(C1)CN(C2)C(C)=O)-c1cncc(c1Cl)-c1cccc(NC(=O)c2cn(C)c(=O)n(C)c2=O)c1Cl	Programmed?Cell?Death?1	1.48	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CNC[C@H](C)O)-c1nccc(c1C)-c1cccc(c1Cl)-c1ccc(CNC[C@H](C)O)c(OC)n1	Programmed?Cell?Death?1	1.49	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(cn2nc(CNCCCF)nc12)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC2CCN(CC2)C(C)=O)c(OC)n1	Programmed?Cell?Death?1	1.49	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
Cc1c(COc2cc(OCc3cncc(c3)C#N)c(cc2Cl)C2=NCCCN2CCO)cccc1-c1cccc(OCCCN2CCC(O)CC2)c1C	Programmed?Cell?Death?1	1.5	US Patent	
Cc1c(COc2cc(OCc3cncc(c3)C#N)c(cc2Cl)C2=NCCCN2CCO)cccc1-c1cccc(OCCCN2CCC(O)CC2)c1C	Programmed?Cell?Death?1	1.5	Curated from the literature by BindingDB	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,9INU,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,8XR5,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CNC1CCN(CCO)CC1)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC2CCN(CCO)CC2)c(OC)n1	Programmed?Cell?Death?1	1.52	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CNC[C@@H]1CCC(=O)N1)-c1nccc(c1Cl)-c1cccc(-c2ccc(CNC[C@@H]3CCC(=O)N3)c(OC)n2)c1C(F)(F)F	Programmed?Cell?Death?1	1.52	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
COc1cc(ccc1CN(C)C1CCN(CC1)C(C)=O)-c1nccc(c1Cl)-c1cccc(c1Cl)-c1ccc(CNC2CCN(CC2)C(C)=O)c(OC)n1	Programmed?Cell?Death?1	1.54	US Patent	"7XAE,5IUS,5JDR,3BIS,3BIK,5GRJ,8AOM,6PV9,4Z18,3SBW,5XJ4,3FN3,7TPS,7XYQ,7C88,8P1O,5N2D,5J89,7OUN,5O45,5N2F,5J8O,7UXQ,7UXP,7UXO,7UX5,6VQN,8R6Q,8K5N,8JBA,8ALX,7NLD,7BEA,6YCR,6RPG,6R3K,5NIU,5GGT,7VUN,7DY7,7CZD,8OR1,8RPB,5XXY,5JDS,4ZQK,7DCV,6L8R"
